seats,is_trial,tenure_days,mrr_amount,arr_amount,upgrade_flag,downgrade_flag,auto_renew_flag,subscription_days,plan_changes_count,total_usage_events,total_duration_secs,total_errors,unique_features_used,unique_days_active,beta_feature_usage,days_since_last_use,support_tickets_count,avg_resolution_hours,avg_satisfaction_score,escalated_tickets,avg_first_response_mins,high_priority_tickets,has_open_ticket,has_support_contact,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,text_length,has_ticket,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner,plan_tier_Enterprise,plan_tier_Pro,billing_frequency_monthly,churn_flag
-0.7780243139953682,-0.4843221048378526,-1.5523365985504896,-0.33881194388897545,-0.3388119438889755,-0.35096273432312464,-0.26510722525945296,0.5124707431905382,-0.5146295793741158,-1.153401237548319,-1.554026114595239,-1.6008726006131622,-0.958949563207362,-1.5670691360812596,-1.4669178012466166,-1.0618415438931244,5.103190955121444,-0.5047679788572351,1.52448030529576,0.069200432069016,-0.4471972810487968,-0.2857330982498052,-0.011247142446538969,0.0,0.19784078647366446,-0.12398439696897115,-0.2318205766712201,-0.14285714285714288,-0.28337693042256423,-0.41147398855777206,0.11624763874381903,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0.49066596565464116,-0.4843221048378526,-1.1934056205689254,0.39532559838004555,0.3953255983800455,-0.35096273432312464,-0.26510722525945296,0.5124707431905382,-0.4567973671279985,-1.153401237548319,-1.1198318377656704,-1.0278388352492582,-1.028684587438275,-0.8436729078169988,-1.082049123616665,-0.38964812087574247,-0.8923126128387835,0.49181243349663495,0.22929885091415678,0.069200432069016,-0.4471972810487968,1.574295239179224,-0.7141935453552238,0.0,0.19784078647366446,-0.12398439696897115,-0.2318205766712201,-0.14285714285714288,-0.28337693042256423,-0.41147398855777206,0.11624763874381903,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
-0.8233346811257257,-0.4843221048378526,-0.6826192288259302,-0.33881194388897545,-0.3388119438889755,-0.35096273432312464,-0.26510722525945296,0.5124707431905382,-0.31221683651270526,0.5867062367513827,1.175195054047764,1.1736920259429129,1.6909813575673327,1.0371572856700797,1.0622192231787793,-0.38964812087574247,-0.5652851454954985,-0.006477772680300106,2.253019873385412,0.069200432069016,-0.4471972810487968,0.7199930380271307,0.6916992604621459,0.0,0.19784078647366446,-0.12398439696897115,-0.2318205766712201,-0.14285714285714288,-0.28337693042256423,-0.41147398855777206,0.11624763874381903,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.21880376287249628,-0.4843221048378526,0.47240225160192395,0.930124573414687,0.930124573414687,-0.35096273432312464,-0.26510722525945296,0.5124707431905382,-0.5146295793741158,-1.4434191499316027,-0.7580032737410298,-0.7240013108705914,-0.12212927243640578,-1.4223898904284076,-0.5322367270024485,-1.0618415438931244,-0.34726683393330837,-0.006477772680300106,0.5126197940601325,-0.8136415902660439,-0.4471972810487968,0.32165768629946795,-1.4171399482639089,0.0,0.19784078647366446,-0.12398439696897115,-0.2318205766712201,-0.14285714285714288,-0.28337693042256423,-0.41147398855777206,0.11624763874381903,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
-0.8686450482560832,-0.4843221048378526,-0.5123570982449317,-0.6575598837194049,-0.657559883719405,-0.35096273432312464,-0.26510722525945296,-1.9513309067639726,-0.5146295793741158,-0.8633833251650354,-1.0009453095861456,-1.1320005363209205,-1.516829757054666,-1.4223898904284076,-1.082049123616665,-1.0618415438931244,-0.34726683393330837,-0.5047679788572351,-0.6071725050406286,0.069200432069016,-0.4471972810487968,-0.42133662224220103,-0.011247142446538969,0.0,-5.0545694738891145,-0.12398439696897115,-0.2318205766712201,-0.14285714285714288,-0.28337693042256423,-0.41147398855777206,0.11624763874381903,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.0797007383492885,-0.4843221048378526,-1.2716341670520868,-0.33881194388897545,-0.3388119438889755,-0.35096273432312464,-0.26510722525945296,0.5124707431905382,-0.3411329426357639,-2.02345497469817,-0.3134710379393285,-0.7066042171016497,-0.4010693693600578,-0.12027667955273778,-0.5322367270024485,-0.0535514093670515,-0.07474394448057078,0.9901026396735699,-0.9039849216697462,0.069200432069016,-0.4471972810487968,0.05327571173118389,1.3946456633708308,0.0,0.19784078647366446,-0.12398439696897115,-0.2318205766712201,-0.14285714285714288,-0.28337693042256423,-0.41147398855777206,0.11624763874381903,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.853148902697501,-0.4843221048378526,0.564435835699761,-0.4708162198825804,-0.47081621988258043,-0.35096273432312464,3.7720586416357698,0.5124707431905382,1.3070851063785789,1.7467778862845171,2.208990951261023,1.9552190869439785,1.0633661394891156,1.905232759587193,2.8766001320056938,3.6435124172285493,-0.1837531002616658,-0.5047679788572351,0.5530942145095576,0.6577617802923887,-0.4471972810487968,-1.008951892875916,-0.7141935453552238,0.0,0.19784078647366446,-0.12398439696897115,-0.2318205766712201,-0.14285714285714288,-0.28337693042256423,-0.41147398855777206,0.11624763874381903,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
-0.0077480727792911,-0.4843221048378526,-0.8988981514558471,-0.5730287051473534,-0.5730287051473534,-0.35096273432312464,-0.26510722525945296,0.5124707431905382,-0.5146295793741158,-1.153401237548319,-0.6908065404221679,-0.3817848462340735,-0.33133434512914484,-0.6989936621641466,-0.8071429253095568,-1.0618415438931244,-0.02023936659002326,0.49181243349663495,-0.4021021080968749,-0.2839363768650083,1.952788127084281,-1.4225426410527235,-0.7141935453552238,0.0,0.19784078647366446,-0.12398439696897115,-0.2318205766712201,-0.14285714285714288,-0.28337693042256423,-0.41147398855777206,0.11624763874381903,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.8984592698278585,-0.4843221048378526,1.0200020769840539,-0.14262210250398472,-0.14262210250398474,-0.35096273432312464,-0.26510722525945296,-1.9513309067639726,4.48785677991503,-1.4434191499316027,1.2734056642830236,0.9798775281732959,0.36601589717998534,2.0499120052400452,1.2271629421630443,0.6186420136503304,-0.8923126128387835,0.49181243349663495,0.6340430554084079,-0.9902099947330559,-0.4471972810487968,-0.1614298679234422,-0.011247142446538969,0.0,0.19784078647366446,-0.12398439696897115,-0.2318205766712201,-0.14285714285714288,-0.28337693042256423,-0.41147398855777206,0.11624763874381903,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.05305843990964858,-0.4843221048378526,0.6978845326416245,-0.6115400443821849,-0.6115400443821849,-0.35096273432312464,-0.26510722525945296,-1.9513309067639726,-0.254384624266588,1.4567599739012334,1.0666464848403718,1.6923089052307225,-0.1918642966673188,1.0371572856700797,0.5673880662259845,0.9547387251590215,0.4157972565343569,1.4883928458505051,0.13678588988689858,-0.43528072355101954,-0.4471972810487968,0.9476132390143668,2.0975920662795158,0.0,0.19784078647366446,-0.12398439696897115,-0.2318205766712201,-0.14285714285714288,-0.28337693042256423,-0.41147398855777206,0.11624763874381903,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
